,Var21,Var38,Var44,Var65,Var73,Var76,Var85,Var109,Var112,Var113,Var123,Var125,Var126,Var133,Var134,Var144,Var160,Var173,Var189,Var196,Var197,Var205,Var207,Var210,Var211,Var217,Var218,Var220,Var221,Var222,Var227,Var228,Var229,Var126_na,Var189_na
10,172.0,2901654.0,0.0,18.0,106.0,25512.0,8.0,48.0,80.0,-482656.0,42.0,31662.0,-30.0,228025.0,855628.0,9.0,22.0,0.0,273.3267882187938,0.0,57.0,0.0,10.0,5.0,0.0,812.0,1.0,2237.0,4.0,1921.0,2.0,8.0,1.0,0,1
11,824.0,1555200.0,0.0,9.0,38.0,1397312.0,10.0,1392.0,432.0,215753.2,18.0,4293.0,14.0,3263225.0,2070000.0,0.0,16.0,0.0,372.0,0.0,142.0,2.0,8.0,5.0,0.0,4496.0,1.0,1341.0,6.0,1988.0,1.0,13.0,0.0,0,0
12,188.0,67446.0,0.0,18.0,84.0,2008936.0,4.0,48.0,64.0,127999.2,18.0,23940.0,60.0,2569400.0,439266.0,0.0,36.0,0.0,273.3267882187938,0.0,152.0,2.0,5.0,5.0,0.0,5732.0,1.0,1602.0,3.0,1304.0,4.0,8.0,1.0,0,1
13,144.0,562098.0,0.0,9.0,86.0,1231784.0,10.0,32.0,24.0,-142272.8,24.0,12312.0,62.0,2663430.0,2096180.0,9.0,22.0,0.0,273.3267882187938,0.0,62.0,2.0,10.0,5.0,0.0,4757.0,1.0,1419.0,4.0,21.0,2.0,8.0,0.0,0,1
14,188.0,5595456.0,0.0,9.0,36.0,890992.0,22.0,72.0,48.0,189738.8,72.0,7335.0,-24.0,467410.0,1422554.0,18.0,4.0,0.0,180.0,0.0,48.0,2.0,10.0,5.0,1.0,1267.0,2.0,1684.0,4.0,2414.0,2.0,8.0,0.0,0,0
15,120.0,9758400.0,0.0,18.0,182.0,691200.0,0.0,24.0,8.0,83664.4,114.0,17397.0,32.0,1296000.0,0.0,18.0,6.0,0.0,273.3267882187938,0.0,155.0,2.0,4.0,5.0,0.0,5196.0,1.0,224.0,6.0,1762.0,3.0,25.0,0.0,0,1
16,0.0,0.0,0.0,9.0,22.0,0.0,0.0,61.575502571295,0.0,-60218.4,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,273.3267882187938,0.0,103.0,2.0,10.0,5.0,0.0,379.0,1.0,2000.0,4.0,414.0,2.0,8.0,0.0,0,1
17,100.0,3355716.0,0.0,18.0,34.0,1900968.0,2.0,16.0,24.0,219278.4,48.0,189.0,-0.05740560122613905,3168270.0,979826.0,18.0,16.0,0.0,273.3267882187938,0.0,109.0,3.0,10.0,5.0,0.0,5480.0,2.0,1928.0,4.0,1603.0,2.0,8.0,0.0,1,1
18,268.0,2428500.0,0.0,9.0,26.0,1431312.0,18.0,88.0,64.0,-381005.2,30.0,0.0,4.0,1659005.0,241314.0,18.0,48.0,0.0,273.3267882187938,0.0,158.0,0.0,10.0,5.0,0.0,7732.0,1.0,1926.0,4.0,1094.0,2.0,8.0,0.0,0,1
19,208.0,788460.0,0.0,18.0,80.0,616448.0,10.0,120.0,80.0,269152.4,90.0,26595.0,56.0,526430.0,28266.0,9.0,16.0,0.0,222.0,0.0,5.0,2.0,10.0,3.0,0.0,7261.0,2.0,1215.0,4.0,2082.0,2.0,8.0,0.0,0,0
20,68.0,0.0,0.0,9.0,106.0,232640.0,4.0,32.0,32.0,-798980.0,0.0,55827.0,-30.0,292380.0,51992.0,18.0,14.0,0.0,336.0,0.0,15.0,2.0,8.0,5.0,0.0,1409.0,2.0,1236.0,6.0,870.0,1.0,22.0,1.0,0,0
21,304.0,5184000.0,0.0,45.0,182.0,467040.0,0.0,56.0,96.0,-406732.0,60.0,27747.0,54.0,324780.0,219488.0,18.0,80.0,0.0,273.3267882187938,0.0,103.0,3.0,4.0,5.0,0.0,7383.0,1.0,224.0,2.0,1762.0,3.0,25.0,0.0,0,1
22,148.0,5104290.0,0.0,9.0,26.0,0.0,8.0,32.0,0.0,88422.0,72.0,0.0,-26.0,453945.0,1557086.0,18.0,8.0,0.0,273.3267882187938,0.0,187.0,0.0,10.0,5.0,0.0,8251.0,1.0,189.0,4.0,2090.0,2.0,8.0,0.0,0,1
23,316.0,4896432.0,0.0,9.0,100.0,1430632.0,6.0,80.0,72.0,304132.0,108.0,1683.0,6.0,2609305.0,398318.0,18.0,66.0,0.0,273.3267882187938,0.0,35.0,2.0,8.0,5.0,0.0,1089.0,2.0,1341.0,6.0,1988.0,1.0,13.0,0.0,0,1
24,92.0,15426.0,0.0,9.0,44.0,65824.0,6.0,24.0,16.0,19207.44,6.0,549.0,20.0,58600.0,32636.0,9.0,28.0,0.0,273.3267882187938,0.0,12.0,2.0,10.0,5.0,0.0,1925.0,2.0,2213.0,4.0,1868.0,2.0,8.0,0.0,0,1
25,156.0,3381468.0,0.0,36.0,50.0,1129680.0,8.0,32.0,16.0,223088.4,54.0,954.0,24.0,1987315.0,1947506.0,0.0,14.0,0.0,273.3267882187938,0.0,2.0,2.0,5.0,5.0,0.0,6448.0,2.0,1714.0,3.0,1544.0,4.0,8.0,1.0,0,1
26,180.0,10376280.0,0.0,27.0,186.0,150136.0,2.0,72.0,48.0,116567.6,126.0,40995.0,-30.0,198975.0,378640.0,27.0,14.0,0.0,273.3267882187938,0.0,26.0,2.0,4.0,5.0,0.0,6508.0,1.0,224.0,3.0,1762.0,3.0,25.0,2.0,0,1
27,96.0,2376192.0,0.0,9.0,58.0,1900904.0,2.0,32.0,24.0,257310.4,30.0,2808.0,-26.0,5536350.0,329852.0,9.0,16.0,0.0,258.0,0.0,69.0,0.0,10.0,5.0,0.0,4584.0,2.0,2099.0,4.0,2105.0,2.0,8.0,1.0,0,0
28,152.0,3263610.0,0.0,9.0,18.0,2534400.0,6.0,40.0,32.0,237403.2,48.0,0.0,4.0,3731225.0,1108800.0,9.0,24.0,0.0,282.0,0.0,2.0,0.0,10.0,5.0,0.0,1654.0,1.0,2272.0,4.0,2674.0,2.0,8.0,0.0,0,0
29,140.0,11949780.0,0.0,9.0,62.0,470640.0,0.0,32.0,8.0,182301.6,156.0,23175.0,-0.05740560122613905,202585.0,0.0,9.0,2.0,0.0,186.0,0.0,164.0,0.0,10.0,5.0,0.0,4692.0,2.0,1419.0,4.0,21.0,2.0,8.0,1.0,1,0
30,296.0,3986154.0,0.0,9.0,18.0,2559072.0,2.0,32.0,96.0,94574.8,96.0,0.0,-0.05740560122613905,3933655.0,695700.0,9.0,54.0,0.0,273.3267882187938,0.0,182.0,2.0,10.0,5.0,0.0,2507.0,1.0,507.0,4.0,219.0,2.0,8.0,0.0,1,1
31,360.0,6154920.0,0.0,18.0,26.0,4281760.0,4.0,32.0,72.0,662164.0,84.0,0.0,-24.0,3744610.0,166282.0,9.0,96.0,0.0,273.3267882187938,0.0,64.0,0.0,10.0,5.0,1.0,6667.0,2.0,907.0,4.0,1251.0,2.0,8.0,0.0,0,1
32,1916.0,231774.0,0.0,9.0,50.0,507648.0,36.0,320.0,496.0,120586.4,222.0,1053.0,-30.0,1426790.0,215890.0,0.0,588.0,0.0,276.0,0.0,192.0,2.0,10.0,5.0,0.0,3215.0,2.0,808.0,4.0,2161.0,2.0,8.0,2.0,0,0
33,92.0,7873200.0,0.0,9.0,16.0,462488.0,6.0,16.0,16.0,212489.6,36.0,0.0,4.0,3408110.0,1209852.0,0.0,14.0,0.0,273.3267882187938,0.0,187.0,0.0,4.0,5.0,0.0,788.0,2.0,2329.0,2.0,1244.0,6.0,29.0,0.0,0,1
34,444.0,8611800.0,0.0,18.0,172.0,3654768.0,10.0,72.0,104.0,487216.0,150.0,7272.0,-0.05740560122613905,1834860.0,212138.0,27.0,78.0,0.0,273.3267882187938,0.0,196.0,2.0,10.0,1.0,0.0,5671.0,1.0,653.0,4.0,1317.0,2.0,14.0,0.0,1,1
35,28.0,0.0,0.0,9.0,16.0,0.0,2.0,16.0,0.0,-86622.4,0.0,0.0,-30.0,4727075.0,504.0,9.0,8.0,0.0,150.0,0.0,146.0,3.0,10.0,5.0,0.0,7097.0,1.0,1684.0,4.0,2414.0,2.0,8.0,0.0,0,0
36,116.0,0.0,0.0,9.0,120.0,2073600.0,6.0,32.0,24.0,163914.0,0.0,7470.0,-0.05740560122613905,5588850.0,1491964.0,45.0,28.0,0.0,360.0,0.0,178.0,2.0,10.0,3.0,0.0,1047.0,2.0,2453.0,4.0,2759.0,2.0,2.0,2.0,1,0
37,260.0,2670108.0,0.0,9.0,144.0,3781120.0,2.0,72.0,96.0,201754.4,42.0,70893.0,-0.05740560122613905,6791000.0,222152.0,27.0,52.0,0.0,273.3267882187938,0.0,64.0,3.0,4.0,5.0,0.0,2068.0,2.0,224.0,2.0,1762.0,3.0,25.0,1.0,1,1
38,132.0,419142.0,0.0,9.0,22.0,5440056.0,0.0,32.0,64.0,86192.4,18.0,0.0,4.0,9072000.0,29256.0,9.0,42.0,0.0,162.0,0.0,191.0,2.0,10.0,5.0,0.0,199.0,2.0,2236.0,4.0,1696.0,2.0,8.0,0.0,0,0
39,140.0,5279220.0,0.0,18.0,164.0,3697632.0,4.0,40.0,48.0,102799.6,66.0,4968.0,34.0,4030030.0,475218.0,18.0,22.0,0.0,273.3267882187938,0.0,146.0,2.0,4.0,5.0,0.0,8396.0,2.0,224.0,6.0,1762.0,3.0,25.0,1.0,0,1
40,88.0,0.0,0.0,9.0,42.0,1128416.0,6.0,32.0,16.0,-156195.6,0.0,8244.0,18.0,0.0,213562.0,9.0,0.0,0.0,138.0,0.0,24.0,3.0,10.0,5.0,0.0,3200.0,1.0,2272.0,4.0,2674.0,2.0,8.0,0.0,0,0
41,237.15696174127677,2542855.7024060315,0.17063976050559929,14.98720682302772,4.0,1469236.5344273201,8.603614591418117,61.575502571295,66.41268433307462,-735024.0,62.14946224636878,26720.4071372461,-20.0,2280445.402483646,437493.0191817275,11.660720296196567,39.23006985253354,0.007983146690320434,390.0,0.0,192.0,2.0,10.0,5.0,1.0,6759.0,1.0,305.0,4.0,2681.0,2.0,8.0,0.0,0,0
42,232.0,0.0,0.0,18.0,82.0,138720.0,28.0,88.0,72.0,-870152.0,0.0,51534.0,-28.0,304425.0,15662.0,9.0,60.0,0.0,270.0,0.0,15.0,2.0,10.0,5.0,0.0,641.0,1.0,1462.0,4.0,2529.0,2.0,8.0,2.0,0,0
43,240.0,0.0,0.0,9.0,56.0,2030440.0,12.0,56.0,64.0,56120.4,0.0,243.0,4.0,4249580.0,392076.0,0.0,62.0,0.0,273.3267882187938,0.0,191.0,0.0,9.0,5.0,0.0,1946.0,1.0,1232.0,6.0,1474.0,1.0,29.0,1.0,0,1
44,132.0,4925844.0,0.0,9.0,148.0,1382400.0,6.0,40.0,16.0,126770.4,66.0,16353.0,34.0,1318425.0,1382400.0,27.0,8.0,0.0,273.3267882187938,0.0,64.0,2.0,4.0,1.0,0.0,4633.0,1.0,224.0,6.0,1762.0,3.0,25.0,1.0,0,1
45,92.0,0.0,0.0,18.0,114.0,422368.0,0.0,8.0,56.0,71143.2,0.0,18612.0,-0.05740560122613905,79720.0,246512.0,9.0,6.0,0.0,150.0,0.0,170.0,2.0,10.0,5.0,0.0,2414.0,2.0,1520.0,4.0,1852.0,2.0,2.0,2.0,1,0
46,572.0,76626.0,0.0,9.0,174.0,222936.0,22.0,128.0,176.0,-65809.2,102.0,9081.0,-28.0,290270.0,22138.0,18.0,134.0,0.0,273.3267882187938,0.0,182.0,2.0,4.0,5.0,0.0,6039.0,2.0,224.0,4.0,1762.0,3.0,25.0,1.0,0,1
47,237.15696174127677,2542855.7024060315,0.17063976050559929,14.98720682302772,10.0,1469236.5344273201,8.603614591418117,61.575502571295,66.41268433307462,305832.4,62.14946224636878,26720.4071372461,-14.0,2280445.402483646,437493.0191817275,11.660720296196567,39.23006985253354,0.007983146690320434,144.0,0.0,35.0,2.0,10.0,5.0,1.0,823.0,1.0,2599.0,4.0,1074.0,2.0,8.0,0.0,0,0
48,372.0,85524.0,0.0,9.0,64.0,505776.0,16.0,112.0,112.0,63172.4,126.0,25893.0,40.0,687895.0,182694.0,0.0,50.0,0.0,258.0,0.0,129.0,0.0,10.0,5.0,0.0,7340.0,1.0,851.0,4.0,101.0,2.0,8.0,2.0,0,0
49,136.0,4665600.0,0.0,27.0,138.0,226120.0,10.0,32.0,8.0,140555.6,54.0,40194.0,-0.05740560122613905,1188080.0,1889060.0,18.0,6.0,0.0,366.0,0.0,2.0,2.0,10.0,5.0,0.0,7091.0,1.0,2456.0,4.0,987.0,2.0,2.0,1.0,1,0
50,144.0,4293354.0,0.0,27.0,100.0,1900976.0,2.0,32.0,24.0,155112.8,54.0,148437.0,-0.05740560122613905,2283415.0,1497654.0,9.0,18.0,0.0,174.0,0.0,189.0,2.0,10.0,5.0,0.0,3541.0,1.0,2377.0,4.0,1763.0,2.0,8.0,2.0,1,0
51,140.0,392646.0,0.0,9.0,18.0,2552176.0,8.0,32.0,32.0,74312.4,12.0,0.0,4.0,2998180.0,2564540.0,9.0,20.0,0.0,273.3267882187938,0.0,15.0,0.0,10.0,5.0,0.0,32.0,1.0,810.0,4.0,688.0,2.0,8.0,0.0,0,1
52,332.0,95424.0,0.0,9.0,76.0,2004832.0,6.0,40.0,120.0,260200.0,114.0,1845.0,50.0,4015105.0,536634.0,18.0,52.0,0.0,270.0,0.0,64.0,2.0,4.0,3.0,0.0,1335.0,2.0,1095.0,2.0,1242.0,6.0,17.0,2.0,0,0
53,237.15696174127677,2542855.7024060315,0.17063976050559929,14.98720682302772,8.0,1469236.5344273201,8.603614591418117,61.575502571295,66.41268433307462,-2338768.0,62.14946224636878,26720.4071372461,-18.0,2280445.402483646,437493.0191817275,11.660720296196567,39.23006985253354,0.007983146690320434,396.0,0.0,15.0,0.0,4.0,5.0,1.0,5266.0,1.0,472.0,4.0,2418.0,3.0,8.0,0.0,0,0
54,220.0,529572.0,0.0,9.0,40.0,2891336.0,8.0,40.0,96.0,-551552.0,12.0,1224.0,-26.0,4047075.0,656396.0,9.0,56.0,0.0,216.0,0.0,17.0,2.0,10.0,5.0,0.0,6407.0,2.0,2773.0,4.0,1225.0,2.0,8.0,0.0,0,0
55,328.0,79542.0,0.0,18.0,86.0,205496.0,14.0,96.0,104.0,-909500.0,24.0,18171.0,-20.0,224990.0,153638.0,18.0,44.0,0.0,306.0,0.0,196.0,0.0,10.0,5.0,1.0,3608.0,2.0,456.0,4.0,1677.0,2.0,8.0,1.0,0,0
56,144.0,0.0,0.0,9.0,134.0,2054536.0,6.0,32.0,64.0,13247.28,0.0,15732.0,-0.05740560122613905,824895.0,468208.0,27.0,12.0,0.0,294.0,0.0,103.0,2.0,10.0,5.0,0.0,6508.0,1.0,2678.0,4.0,1394.0,2.0,2.0,1.0,1,0
57,237.15696174127677,2542855.7024060315,0.17063976050559929,14.98720682302772,6.0,1469236.5344273201,8.603614591418117,61.575502571295,66.41268433307462,-127376.0,62.14946224636878,26720.4071372461,-24.0,2280445.402483646,437493.0191817275,11.660720296196567,39.23006985253354,0.007983146690320434,273.3267882187938,0.0,2.0,0.0,10.0,5.0,1.0,7940.0,1.0,1181.0,4.0,17.0,2.0,8.0,0.0,0,1
58,24.0,9310500.0,0.0,9.0,28.0,0.0,0.0,0.0,0.0,-46892.4,24.0,846.0,4.0,0.0,172774.0,18.0,0.0,0.0,144.0,0.0,103.0,3.0,10.0,5.0,0.0,7865.0,1.0,33.0,4.0,589.0,2.0,8.0,0.0,0,0
59,128.0,5477046.0,0.0,9.0,84.0,2764800.0,0.0,32.0,32.0,80488.8,72.0,11214.0,36.0,4706465.0,0.0,0.0,22.0,0.0,273.3267882187938,0.0,157.0,0.0,10.0,5.0,0.0,770.0,1.0,2561.0,4.0,764.0,2.0,8.0,2.0,0,1
60,0.0,0.0,0.0,9.0,108.0,0.0,0.0,61.575502571295,0.0,0.0,0.0,42669.0,58.0,0.0,0.0,18.0,0.0,0.0,273.3267882187938,0.0,15.0,3.0,10.0,5.0,0.0,1923.0,1.0,1789.0,4.0,1143.0,2.0,2.0,0.0,0,1
61,152.0,3421344.0,0.0,9.0,142.0,2534432.0,4.0,40.0,32.0,242088.8,54.0,2898.0,6.0,3724535.0,1252572.0,18.0,22.0,0.0,348.0,0.0,2.0,0.0,10.0,5.0,0.0,2980.0,2.0,999.0,4.0,1667.0,2.0,2.0,0.0,0,0
62,136.0,2156778.0,0.0,9.0,54.0,4380192.0,2.0,40.0,56.0,179953.6,30.0,22167.0,4.0,7135650.0,345600.0,18.0,34.0,0.0,234.0,0.0,68.0,2.0,8.0,5.0,0.0,3244.0,2.0,1341.0,6.0,1988.0,1.0,13.0,2.0,0,0
63,116.0,212952.0,0.0,18.0,102.0,30376.0,6.0,24.0,24.0,-1910916.0,12.0,15759.0,-30.0,74355.0,86992.0,9.0,18.0,0.0,210.0,0.0,142.0,2.0,10.0,5.0,0.0,2312.0,2.0,520.0,4.0,1352.0,2.0,8.0,0.0,0,0
64,252.0,366324.0,0.0,27.0,48.0,912.0,18.0,64.0,8.0,-275668.0,90.0,4086.0,-0.05740560122613905,29895.0,830722.0,0.0,20.0,0.0,354.0,0.0,178.0,2.0,10.0,3.0,0.0,7958.0,2.0,2624.0,4.0,1672.0,2.0,8.0,1.0,1,0
65,120.0,0.0,0.0,9.0,22.0,5529600.0,0.0,32.0,64.0,69886.0,0.0,0.0,-18.0,9444350.0,0.0,9.0,44.0,0.0,273.3267882187938,0.0,123.0,2.0,10.0,5.0,1.0,2157.0,2.0,1987.0,4.0,355.0,2.0,8.0,0.0,0,1
66,124.0,5702400.0,0.0,9.0,80.0,2764800.0,0.0,32.0,32.0,110028.0,66.0,89082.0,14.0,5067800.0,0.0,36.0,24.0,0.0,282.0,0.0,146.0,2.0,10.0,5.0,0.0,1300.0,2.0,50.0,4.0,2024.0,2.0,8.0,0.0,0,0
67,144.0,6694680.0,0.0,9.0,42.0,1412680.0,2.0,72.0,48.0,94685.6,78.0,18855.0,18.0,3457805.0,0.0,9.0,18.0,0.0,273.3267882187938,0.0,6.0,0.0,10.0,5.0,0.0,1927.0,1.0,2322.0,4.0,1777.0,2.0,8.0,0.0,0,1
68,140.0,3326484.0,0.0,27.0,124.0,1901056.0,4.0,40.0,32.0,257332.0,42.0,8190.0,-20.0,4356115.0,1108828.0,18.0,22.0,0.0,192.0,0.0,69.0,2.0,10.0,5.0,1.0,7262.0,2.0,2099.0,4.0,2105.0,2.0,2.0,1.0,0,0
69,120.0,2073600.0,0.0,9.0,36.0,1098864.0,4.0,56.0,48.0,-349746.4,24.0,2232.0,12.0,3335980.0,312728.0,27.0,20.0,0.0,273.3267882187938,0.0,188.0,2.0,10.0,5.0,0.0,2224.0,1.0,1932.0,4.0,2767.0,2.0,0.0,0.0,0,1
70,148.0,10305480.0,0.0,18.0,40.0,331016.0,0.0,48.0,48.0,91479.2,120.0,11205.0,14.0,125640.0,518400.0,9.0,2.0,0.0,228.0,0.0,15.0,0.0,10.0,5.0,0.0,4001.0,1.0,752.0,4.0,1930.0,2.0,8.0,0.0,0,0
71,208.0,4324200.0,0.0,9.0,176.0,3569344.0,10.0,96.0,80.0,216886.0,60.0,22788.0,6.0,5390150.0,87450.0,9.0,36.0,0.0,273.3267882187938,0.0,2.0,0.0,4.0,5.0,0.0,1293.0,2.0,224.0,6.0,1762.0,3.0,14.0,1.0,0,1
72,24.0,0.0,0.0,9.0,24.0,150624.0,0.0,0.0,16.0,11387.28,0.0,0.0,4.0,192505.0,0.0,0.0,8.0,0.0,273.3267882187938,0.0,179.0,2.0,5.0,5.0,0.0,8272.0,2.0,1564.0,3.0,611.0,4.0,8.0,0.0,0,1
73,164.0,1127328.0,0.0,18.0,90.0,577504.0,10.0,40.0,40.0,33102.28,30.0,78021.0,26.0,1052235.0,799698.0,9.0,24.0,0.0,273.3267882187938,0.0,15.0,2.0,4.0,5.0,0.0,3793.0,1.0,1841.0,6.0,1101.0,3.0,11.0,1.0,0,1
74,252.0,285042.0,0.0,14.98720682302772,32.0,436920.0,14.0,128.0,112.0,-94909.2,12.0,26720.4071372461,-0.05740560122613905,820445.0,278318.0,0.0,30.0,0.0,300.0,0.0,191.0,0.0,10.0,5.0,0.0,1752.0,1.0,174.0,4.0,1756.0,2.0,8.0,0.0,1,0
75,220.0,4976292.0,0.0,18.0,56.0,2170648.0,6.0,32.0,64.0,254778.0,90.0,21744.0,30.0,3290275.0,720722.0,18.0,22.0,0.0,282.0,0.0,24.0,2.0,10.0,5.0,0.0,3292.0,2.0,713.0,4.0,2014.0,2.0,8.0,1.0,0,0
76,428.0,3197340.0,0.0,9.0,34.0,3648984.0,6.0,104.0,144.0,164607.2,120.0,3204.0,8.0,6208200.0,239736.0,9.0,84.0,0.0,273.3267882187938,0.0,103.0,0.0,10.0,5.0,0.0,859.0,2.0,493.0,4.0,1423.0,2.0,8.0,0.0,0,1
77,4.0,0.0,0.0,9.0,12.0,0.0,0.0,0.0,0.0,-642112.0,0.0,0.0,4.0,0.0,1064.0,0.0,0.0,0.0,273.3267882187938,0.0,55.0,2.0,5.0,5.0,0.0,4688.0,2.0,1211.0,3.0,1490.0,0.0,8.0,0.0,0,1
78,164.0,2752404.0,0.0,9.0,112.0,3861872.0,4.0,48.0,48.0,684228.0,54.0,1278.0,-0.05740560122613905,5999250.0,516478.0,18.0,32.0,0.0,273.3267882187938,0.0,106.0,1.0,2.0,5.0,0.0,7907.0,2.0,2090.0,6.0,670.0,1.0,19.0,0.0,1,1
79,196.0,2277762.0,0.0,9.0,62.0,4004256.0,6.0,56.0,56.0,155988.8,66.0,4176.0,38.0,6368150.0,187830.0,0.0,44.0,0.0,144.0,0.0,188.0,2.0,10.0,5.0,0.0,6139.0,1.0,1992.0,4.0,18.0,2.0,8.0,0.0,0,0
80,72.0,0.0,0.0,9.0,22.0,22264.0,0.0,0.0,8.0,-66485.6,0.0,0.0,4.0,200060.0,13674.0,0.0,28.0,0.0,273.3267882187938,0.0,119.0,2.0,5.0,5.0,0.0,1475.0,1.0,2549.0,0.0,75.0,0.0,8.0,0.0,0,1
81,28.0,0.0,0.0,9.0,20.0,4194624.0,0.0,24.0,8.0,-94904.4,0.0,0.0,4.0,1109925.0,58886.0,9.0,4.0,0.0,273.3267882187938,0.0,157.0,2.0,5.0,5.0,0.0,2172.0,2.0,778.0,3.0,235.0,4.0,8.0,0.0,0,1
82,156.0,2012148.0,0.0,9.0,80.0,5529600.0,2.0,32.0,64.0,-92978.0,42.0,3078.0,-0.05740560122613905,7590250.0,66838.0,0.0,40.0,0.0,273.3267882187938,0.0,64.0,0.0,10.0,5.0,0.0,4086.0,1.0,2482.0,4.0,1179.0,2.0,8.0,2.0,1,1
83,180.0,4013580.0,0.0,18.0,56.0,2534432.0,2.0,40.0,32.0,176020.0,54.0,10917.0,32.0,3754765.0,950412.0,0.0,40.0,0.0,273.3267882187938,0.0,10.0,2.0,5.0,5.0,0.0,2261.0,2.0,1407.0,3.0,2273.0,4.0,8.0,2.0,0,1
84,212.0,7661220.0,0.0,9.0,64.0,2342544.0,0.0,8.0,24.0,415480.0,84.0,35037.0,-0.05740560122613905,4198410.0,82260.0,18.0,44.0,0.0,228.0,0.0,55.0,0.0,10.0,5.0,0.0,1703.0,1.0,522.0,4.0,167.0,2.0,8.0,2.0,1,0
85,132.0,3326604.0,0.0,9.0,100.0,3025776.0,2.0,32.0,40.0,704836.0,42.0,6534.0,-0.05740560122613905,5544500.0,475224.0,9.0,28.0,0.0,273.3267882187938,0.0,111.0,2.0,10.0,5.0,0.0,4633.0,1.0,2216.0,4.0,1622.0,2.0,8.0,1.0,1,1
86,260.0,3543012.0,0.0,54.0,36.0,499232.0,12.0,32.0,64.0,164006.4,120.0,2754.0,12.0,2559425.0,1535272.0,9.0,34.0,0.0,273.3267882187938,0.0,62.0,2.0,10.0,5.0,0.0,5634.0,2.0,1501.0,4.0,2468.0,2.0,8.0,0.0,0,1
87,104.0,9839760.0,0.0,9.0,40.0,0.0,4.0,32.0,0.0,21210.28,114.0,477.0,16.0,0.0,0.0,9.0,0.0,0.0,273.3267882187938,0.0,158.0,2.0,10.0,5.0,0.0,5123.0,1.0,52.0,4.0,2075.0,2.0,8.0,0.0,0,1
